id,genero,idgenero,año_ingreso,semestre_trimestre,idprograma,programa,facultad,campus,sede,jornada,duracionprograma,añooportuno,estadoalumno,idestadoalumno,tipoprograma
8275,Hombre,1,2018,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8276,Hombre,1,2018,2,IPPG35348,MBA con Especialización en Salud,IPPG,CAS,Santiago,On Line,4,2021,Activo,1,Magíster
8277,Mujer,0,2018,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
8278,Hombre,1,2018,3,UNAB25568,Magíster en Gestión de Tecnologías de la Información y Telecomunicaciones,Ingeniería,VIN,Viña del Mar,Vespertina,3,2021,Activo,1,Magíster
8279,Mujer,0,2018,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
8280,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2021,Activo,1,Magíster
8281,Hombre,1,2018,2,UNAB25893,Magíster en Rendimiento Deportivo,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2021,Activo,1,Magíster
8282,Mujer,0,2018,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
8283,Hombre,1,2018,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,EXT,Santiago,On Line,4,2021,Activo,1,Magíster
8284,Hombre,1,2016,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,VIN,Viña del Mar,Vespertina,3,2018,Desertor,0,Magíster
8285,Mujer,0,2014,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
8286,Mujer,0,2018,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
8287,Mujer,0,2017,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8288,Hombre,1,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2021,Activo,1,Magíster
8289,Mujer,0,2018,2,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,CAS,Santiago,Diurna,4,2021,Activo,1,Magíster
8290,Hombre,1,2018,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,CAS,Santiago,On Line,4,2020,Activo,1,Magíster
8291,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8292,Mujer,0,2017,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
8293,Mujer,0,2015,1,UNAB15424,Magíster en Educación Temprana,Educación y Ciencias Sociales,BEL,Santiago,Diurna,4,2017,Desertor,0,Magíster
8294,Mujer,0,2018,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
8295,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2021,Activo,1,Magíster
8296,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8297,Mujer,0,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
8298,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2021,Activo,1,Magíster
8299,Mujer,0,2018,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2021,Activo,1,Magíster
8300,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8301,Hombre,1,2017,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8302,Mujer,0,2018,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8303,Hombre,1,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8304,Hombre,1,2018,1,UNAB25636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2020,Activo,1,Magíster
8305,Hombre,1,2014,1,IPPG15349,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
8306,Hombre,1,2018,3,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2021,Activo,1,Magíster
8307,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8308,Hombre,1,2018,3,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2021,Activo,1,Magíster
8309,Hombre,1,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2021,Activo,1,Magíster
8310,Mujer,0,2018,1,UNAB15321,Magister en Enfermería,Enfermería,REP,Santiago,Diurna,4,2020,Activo,1,Magíster
8311,Hombre,1,2016,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
8312,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8313,Mujer,0,2018,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2021,Activo,1,Magíster
8314,Mujer,0,2018,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8315,Hombre,1,2018,2,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,CON,Concepción,Diurna,4,2021,Activo,1,Magíster
8316,Hombre,1,2018,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2021,Activo,1,Magíster
8317,Hombre,1,2018,1,UNAB25636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2020,Activo,1,Magíster
8318,Mujer,0,2018,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8319,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
8320,Hombre,1,2018,2,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
8321,Hombre,1,2017,1,UNAB25636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2019,Desertor,0,Magíster
8322,Mujer,0,2018,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8323,Mujer,0,2018,2,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,CON,Concepción,Diurna,4,2021,Activo,1,Magíster
8324,Mujer,0,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8325,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2019,Desertor,0,Magíster
8326,Hombre,1,2017,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2019,Desertor,0,Magíster
8327,Hombre,1,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8328,Mujer,0,2015,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
8329,Mujer,0,2018,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8330,Hombre,1,2018,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
8331,Mujer,0,2018,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8332,Mujer,0,2018,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2021,Activo,1,Magíster
8333,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2021,Activo,1,Magíster
8334,Hombre,1,2017,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2019,Desertor,0,Magíster
8335,Mujer,0,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8336,Mujer,0,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8337,Mujer,0,2017,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8338,Hombre,1,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8339,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8340,Mujer,0,2018,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2021,Activo,1,Magíster
8341,Hombre,1,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8342,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2021,Activo,1,Magíster
8343,Mujer,0,2018,1,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,CAS,Santiago,Diurna,4,2020,Activo,1,Magíster
8344,Mujer,0,2017,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8345,Mujer,0,2017,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8346,Hombre,1,2017,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2019,Desertor,0,Magíster
8347,Mujer,0,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8348,Mujer,0,2018,2,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,CON,Concepción,Diurna,4,2021,Activo,1,Magíster
8349,Hombre,1,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
8350,Mujer,0,2018,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8351,Hombre,1,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8352,Mujer,0,2018,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8353,Mujer,0,2014,1,IPPG15349,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
8354,Mujer,0,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8355,Hombre,1,2018,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8356,Mujer,0,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8357,Hombre,1,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8358,Hombre,1,2018,1,UNAB25553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,Vespertina,26,2020,Activo,1,Magíster
8359,Hombre,1,2018,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
8360,Mujer,0,2018,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8361,Hombre,1,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8362,Hombre,1,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8363,Hombre,1,2017,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2019,Desertor,0,Magíster
8364,Hombre,1,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8365,Hombre,1,2018,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8366,Hombre,1,2018,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2020,Activo,1,Magíster
8367,Hombre,1,2017,1,UNAB35554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,LNS,Santiago,On Line,28,2019,Desertor,0,Magíster
8368,Hombre,1,2018,2,UNAB25568,Magíster en Gestión de Tecnologías de la Información y Telecomunicaciones,Ingeniería,ANT,Santiago,Vespertina,3,2020,Activo,1,Magíster
8369,Mujer,0,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
8370,Mujer,0,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8371,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2021,Activo,1,Magíster
8372,Mujer,0,2017,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8373,Hombre,1,2014,1,IPPG15349,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
8374,Mujer,0,2018,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8375,Mujer,0,2018,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8376,Hombre,1,2018,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
8377,Mujer,0,2018,1,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8378,Hombre,1,2018,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
8379,Hombre,1,2017,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2019,Desertor,0,Magíster
8380,Hombre,1,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8381,Mujer,0,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8382,Mujer,0,2018,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8383,Hombre,1,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8384,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2021,Activo,1,Magíster
8385,Mujer,0,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
8386,Hombre,1,2017,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8387,Hombre,1,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8388,Mujer,0,2018,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8389,Mujer,0,2018,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8390,Hombre,1,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
8391,Mujer,0,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8392,Hombre,1,2014,1,IPPG15349,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
8393,Hombre,1,2018,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
8394,Mujer,0,2018,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
